DATE,Category,Crime,City,State,Zip.Code,Agency,Place,add_num,street,street2,street_type
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20851,MCPD,Residence - Yard,13000,TWINBROOK,,PKW
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20901,MCPD,Residence - Apartment/Condo,1,WAYNE,,AVE
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20902,MCPD,Residence - Apartment/Condo,2000,GEORGIAN WOODS,,PL
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Parking Lot - Residential,1300,1ST,,ST
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20904,MCPD,Residence - Apartment/Condo,11600,LOCKWOOD,,DR
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Residence - Apartment/Condo,1400,BLAIR MILL,,RD
2021,Crime Against Person,Aggravated Assault,BURTONSVILLE,MD,20866,MCPD,Residence -Townhouse/Duplex,3700,AMSTERDAM,,TER
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Residence - Apartment/Condo,400,BLANDFORD,,ST
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20902,MCPD,Residence - Apartment/Condo,11100,GEORGIA,,AVE
2021,Crime Against Person,Aggravated Assault,GAITHERSBURG,MD,20877,MCPD,Residence - Apartment/Condo,300,SUMMIT,,AVE
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20851,RCPD,Parking Lot - Commercial,2000,VEIRS MILL,,RD
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Street - Residential,200,BLANDFORD,,ST
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20852,MCPD,Wooded Area,5400,RANDOLPH,,RD
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Residence - Apartment/Condo,800,COLLEGE,,PKW
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20814,MCPD,Parking Lot - Commercial,7400,WISCONSIN,,AVE
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20814,MCPD,Residence - Single Family,5400,HUNTINGTON,,PKW
2021,Crime Against Property,All other Larceny,GAITHERSBURG,MD,20878,GPD,Residence - Yard,NA,HOPE,,LA
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20817,MCPD,Residence - Single Family,8500,THORNDEN,,TER
2021,Crime Against Property,All other Larceny,GAITHERSBURG,MD,20878,MCPD,Parking Lot - Commercial,1,GRAND CORNER,,AVE
2021,Crime Against Property,All other Larceny,POOLESVILLE,MD,20837,MCPD,Residence - Single Family,17400,ANITA,,CT
2021,Crime Against Property,All other Larceny,GAITHERSBURG,MD,20878,MCPD,Parking Lot - Commercial,9700,WASHINGTONIAN,,BLV
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20904,MCPD,Street - Residential,11600,LOCKWOOD,,DR
2021,Crime Against Property,All other Larceny,CHEVY CHASE,MD,20815,MCPD,Other/Unknown,4800,WELLINGTON,,DR
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20902,MCPD,Residence - Apartment/Condo,1100,UNIVERSITY,W,BLV
2021,Crime Against Property,All other Larceny,GERMANTOWN,MD,20874,MCPD,Residence - Other,18800,BENT WILLOW,,CIR
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20902,MCPD,Retail - Mall,11100,VEIRS MILL,,RD
2021,Crime Against Property,All other Larceny,GAITHERSBURG,MD,20879,MCPD,Parking Lot - Commercial,800,RUSSELL,,AVE
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20850,RCPD,Commercial - Industrial park,500,BEALL,,AVE
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20905,MCPD,Residence -Townhouse/Duplex,900,GOOD HOPE,,DR
2021,Crime Against Property,All other Larceny,GERMANTOWN,MD,20874,MCPD,Parking Lot - Residential,20200,WATERS ROW,,TER
2021,Crime Against Property,All other Larceny,GAITHERSBURG,MD,20879,MCPD,Residence - Other,18600,CARRIAGE WALK,,CIR
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20850,RCPD,Parking Garage - Residential,100,MONROE,,ST
2021,Crime Against Property,All other Larceny,OLNEY,MD,20832,MCPD,Retail - Salon/Spa,3300,OLNEY SANDY SPRING,,RD
2021,Crime Against Property,All other Larceny,GERMANTOWN,MD,20876,MCPD,Residence - Other,20000,DUNSTABLE,,CIR
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20850,MCPD,Residence - Other,300,WINDING ROSE,,DR
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20850,MCPD,Parking Lot - Commercial,1,DERWOOD,,CIR
2021,Crime Against Property,All other Larceny,GAITHERSBURG,MD,20878,MCPD,Street - Other,15800,QUINCE ORCHARD,,RD
2021,Crime Against Property,All other Larceny,GAITHERSBURG,MD,20877,MCPD,Street - In vehicle,16500,FREDERICK,,AVE
2021,Crime Against Property,All other Larceny,CABIN JOHN,MD,20818,MCPD,Recreation Center,6800,SEVEN LOCKS,,RD
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20850,RCPD,Residence -Townhouse/Duplex,100,PASTURE SIDE,,PL
2021,Crime Against Property,All other Larceny,DERWOOD,MD,20855,MCPD,Residence -Townhouse/Duplex,7800,BRIARDALE,,TER
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20850,RCPD,Residence - Apartment/Condo,200,WASHINGTON,,ST
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20902,MCPD,Residence - Yard,1400,GLENALLAN,,AVE
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20906,MCPD,Other/Unknown,4200,COLIE,,DR
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20814,MCPD,Street - Commercial,NA,CAPITAL CRESCENT,,TRL
2021,Crime Against Property,All other Larceny,POTOMAC,MD,20854,MCPD,Other/Unknown,12600,TOBYTOWN,,DR
2021,Crime Against Property,All other Larceny,GAITHERSBURG,MD,20877,MCPD,Residence - Other,17000,KING JAMES,,WAY
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20852,MCPD,Parking Lot - Commercial,11800,GRAND PARK,,AVE
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20851,RCPD,Residence - Other,1000,PAUL,,DR
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20910,MCPD,Commercial - Industrial park,NA,GEORGIA,,AVE
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20853,MCPD,Other/Unknown,12800,CALDWELL,,ST
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20906,MCPD,Residence - Single Family,4500,RANDOLPH,,RD
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20814,MCPD,Street - Commercial,NA,BETHESDA,,AVE
2021,Crime Against Property,All other Larceny,GAITHERSBURG,MD,20877,MCPD,Parking Lot - Commercial,300,FREDERICK,,AVE
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20910,MCPD,Construction Site,NA,COLESVILLE,,RD
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20906,MCPD,Residence - Single Family,NA,CONNECTICUT,,AVE
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20906,MCPD,Parking Lot - Metro,NA,GEORGIA,,AVE
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20902,MCPD,Retail - Department/Discount Store,12000,GEORGIA,,AVE
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20816,MCPD,Other/Unknown,4800,PARK,,AVE
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20902,MCPD,Residence - Driveway,12100,GEORGIA,,AVE
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20852,RCPD,Grocery/Supermarket,1800,ROCKVILLE,,PIK
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20906,MCPD,Other/Unknown,NA,VEIRS MILL,,RD
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20852,MCPD,Residence - Yard,12100,HUNTERS,,LA
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20817,MCPD,Residence - Driveway,8900,HOLLY LEAF,,LA
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20814,MCPD,Other/Unknown,NA,WISCONSIN,,AVE
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20817,MCPD,Retail - Department/Discount Store,7100,DEMOCRACY,,BLV
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20902,MCPD,Residence - Other,1100,UNIVERSITY,W,BLV
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20814,MCPD,Parking Garage - Residential,4400,WEST,,HWY
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20850,RCPD,Street - Residential,400,LONGHORN,,CRE
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20816,MCPD,Other/Unknown,5200,WESTPATH,,WAY
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20905,MCPD,Parking Lot - Commercial,15400,NEW HAMPSHIRE,,AVE
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20817,MCPD,Retail - Mall,7100,DEMOCRACY,,BLV
2021,Crime Against Property,All other Larceny,CHEVY CHASE,MD,20815,MCPD,Other/Unknown,NA,LELAND,,ST
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20852,MCPD,Other/Unknown,5100,NICHOLSON,,LA
2021,Crime Against Property,All other Larceny,BROOKEVILLE,MD,20833,MCPD,Residence - Yard,3800,ELTON FARM,,RD
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20814,MCPD,Street - Residential,NA,GLENBROOK,,RD
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20852,MCPD,Restaurant,12200,ROCKVILLE,,PIK
2021,Crime Against Property,All other Larceny,CHEVY CHASE,MD,20815,MCPD,Street - Residential,NA,BROOKVILLE,,RD
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20902,MCPD,Other/Unknown,900,BRENTWOOD,,LA
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20852,RCPD,Street - Other,1600,ROCKVILLE,,PIK
2021,Crime Against Property,All other Larceny,MONTGOMERY VILLAGE,MD,20886,MCPD,Residence - Other,18200,LOST KNIFE,,CIR
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20852,MCPD,Residence - Apartment/Condo,100,ROLLINS,,AVE
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20850,RCPD,Other/Unknown,100,ROCKVILLE,,PIK
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20901,MCPD,Residence - Single Family,700,BUCKINGHAM,,DR
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20817,MCPD,Residence - Yard,6700,DEMOCRACY,,BLV
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20901,MCPD,Other/Unknown,9100,SLIGO CREEK,,PKW
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20852,MCPD,Commercial - Industrial park,12300,CARROLL,,AVE
2021,Crime Against Property,All other Larceny,DERWOOD,MD,20855,MCPD,Other/Unknown,5500,MUNCASTER MILL,,RD
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20905,MCPD,Street - Residential,NA,BRIGGS CHANEY,,RD
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20814,MCPD,Street - Residential,NA,GLENBROOK,,RD
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20906,MCPD,Residence - Apartment/Condo,3500,PEAR TREE,,CT
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20902,MCPD,Parking Lot - Residential,1100,UNIVERSITY,W,BLV
2021,Crime Against Property,All other Larceny,CLARKSBURG,MD,20871,MCPD,Other/Unknown,23400,TAILOR SHOP,,PL
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20852,RCPD,Grocery/Supermarket,1800,ROCKVILLE,,PIK
2021,Crime Against Property,All other Larceny,GAITHERSBURG,MD,20886,MCPD,Wooded Area,NA,GOSHEN,,RD
2021,Crime Against Property,All other Larceny,OLNEY,MD,20832,MCPD,Residence - Other,17600,BUEHLER,,RD
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20850,RCPD,Street - Residential,NA,GAME CREEK,,DR
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20814,MCPD,School - Elementary/Secondary,4300,WEST,,HWY
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20906,MCPD,Residence - Other,3500,PEAR TREE,,CT
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20906,MCPD,Retail - Hardware,14000,GEORGIA,,AVE
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20814,MCPD,Residence - Other,4900,BATTERY,,LA
2021,Crime Against Property,All other Larceny,GAITHERSBURG,MD,20878,MCPD,Other/Unknown,NA,DIAMONDBACK,,DR
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20850,RCPD,Residence - Yard,2900,GLENORA,,LA
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20852,RCPD,Grocery/Supermarket,1600,ROCKVILLE,,PIK
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20901,MCPD,Convenience Store,8400,PINEY BRANCH,,RD
2021,Crime Against Property,All other Larceny,TAKOMA PARK,MD,20912,TPPD,Residence - Apartment/Condo,8300,FLOWER,,AVE
2021,Crime Against Property,All other Larceny,CHEVY CHASE,MD,20815,MCPD,Retail - Clothing,5400,WISCONSIN,,AVE
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20906,MCPD,Residence - Apartment/Condo,3800,INTERNATIONAL,,DR
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20852,RCPD,Grocery/Supermarket,1800,ROCKVILLE,,PIK
2021,Crime Against Property,All other Larceny,BURTONSVILLE,MD,20866,MCPD,Residence -Townhouse/Duplex,3900,BALLET,,WAY
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20910,MCPD,Parking Lot - Commercial,1200,WEST,,HWY
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20817,MCPD,Street - Residential,NA,BANNOCKBURN,,DR
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20817,MCPD,Retail - Department/Discount Store,7100,DEMOCRACY,,BLV
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20852,RCPD,Residence - Apartment/Condo,100,HALPINE,,RD
2021,Crime Against Property,All other Larceny,POTOMAC,MD,20854,MCPD,Residence - Yard,1000,PIPESTEM,,PL
2021,Crime Against Property,All other Larceny,OLNEY,MD,20832,MCPD,Residence - Driveway,3500,TODDSBURY,,LA
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20850,RCPD,Residence - Yard,600,IVY LEAGUE,,LA
2021,Crime Against Property,All other Larceny,KENSINGTON,MD,20895,MCPD,Check Cashing Est.,NA,MIDVALE,,RD
2021,Crime Against Property,All other Larceny,GAITHERSBURG,MD,20879,MCPD,Other/Unknown,18200,FLOWER HILL,,WAY
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20817,MCPD,Retail - Mall,7100,DEMOCRACY,,BLV
2021,Crime Against Property,All other Larceny,GAITHERSBURG,MD,20878,MCPD,Residence - Single Family,14900,KEENELAND,,CIR
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20910,MCPD,Other/Unknown,8200,16TH,,ST
2021,Crime Against Property,All other Larceny,CHEVY CHASE,MD,20815,MCPD,Street - Commercial,540000,WISCONSIN,,AVE
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20902,MCPD,Parking Garage - Commercial,12100,GEORGIA,,AVE
2021,Crime Against Property,All other Larceny,MONTGOMERY VILLAGE,MD,20886,MCPD,Residence - Other,9500,COPPS HILL,,DR
2021,Crime Against Property,All other Larceny,TAKOMA PARK,MD,20912,TPPD,Retail - Appliances/Electronics,1100,UNIVERSITY,E,BLV
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20903,MCPD,Retail - Department/Discount Store,10100,NEW HAMPSHIRE,,AVE
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20906,MCPD,Gas Station,13900,GEORGIA,,AVE
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20850,RCPD,Other/Unknown,1,GUDE,,DR
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20814,MCPD,Street - Commercial,4800,CORDELL,,AVE
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20850,MCPD,Residence - Other,300,RUTGERS,,ST
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20850,RCPD,Street - In vehicle,NA,MOORE,,DR
2021,Crime Against Property,All other Larceny,TAKOMA PARK,MD,20912,TPPD,Parking Lot - Commercial,7600,NEW HAMPSHIRE,,AVE
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20814,MCPD,Doctor/Dentist/Vet Office,5700,GROSVENOR,,LA
2021,Crime Against Property,All other Larceny,BEALLSVILLE,MD,20839,MCPD,Residence - Driveway,19400,DARNESTOWN,,RD
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20814,MCPD,Residence - Apartment/Condo,4800,BATTERY,,LA
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20850,RCPD,Residence -Townhouse/Duplex,300,RUTGERS,,ST
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20904,MCPD,Residence - Yard,2800,STRAUSS,,TER
2021,Crime Against Property,All other Larceny,GAITHERSBURG,MD,20877,MCPD,Street - Bus Stop,NA,RUSSELL,,AVE
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20814,MCPD,Street - Commercial,NA,BETHESDA,,AVE
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20850,MCPD,Street - Bus Stop,NA,FREDERICK,,RD
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20910,MCPD,Other/Unknown,8000,EASTERN,,AVE
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20814,MCPD,Street - Commercial,NA,WEST,,HWY
2021,Crime Against Property,All other Larceny,GAITHERSBURG,MD,20877,MCPD,Retail - Hardware,15700,SHADY GROVE,,RD
2021,Crime Against Property,All other Larceny,MONTGOMERY VILLAGE,MD,20886,MCPD,Parking Lot - Commercial,9100,ROTHBURY,,DR
2021,Crime Against Property,All other Larceny,GERMANTOWN,MD,20876,MCPD,Residence - Other,20100,LOCUSTDALE,,DR
2021,Crime Against Property,All other Larceny,DERWOOD,MD,20855,MCPD,Retail - Department/Discount Store,7200,MUNCASTER MILL,,RD
2021,Crime Against Property,All other Larceny,OLNEY,MD,20832,MCPD,Street - Residential,NA,GEORGIA,,AVE
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20851,MCPD,Residence - Yard,12900,TWINBROOK,,PKW
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20910,MCPD,Residence - Yard,2000,DERBY RIDGE,,LA
2021,Crime Against Property,All other Larceny,GAITHERSBURG,MD,20878,GPD,Field/ Open Space,1200,MAIN,,ST
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20905,MCPD,Residence - Other,400,WOONSOCKETT,,LA
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20852,MCPD,Residence - Yard,12400,BRAXFIELD,,CT
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20850,MCPD,Other/Unknown,14000,TRAVILAH,,RD
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20814,MCPD,Street - Commercial,NA,OLD GEORGETOWN,,RD
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20910,MCPD,Other/Unknown,1500,LIVE OAK,,DR
2021,Crime Against Property,All other Larceny,GAITHERSBURG,MD,20879,MCPD,Field/ Open Space,18900,GOSHEN,,RD
2021,Crime Against Property,All other Larceny,DERWOOD,MD,20855,MCPD,Residence - Other,16900,BAEDERWOOD,,LA
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20852,GPD,Restaurant,900,ROSE,,AVE
2021,Crime Against Property,All other Larceny,OLNEY,MD,20832,MCPD,Residence - Apartment/Condo,2100,OLNEY SANDY SPRING,,RD
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20852,RCPD,Hotel/Motel/Etc.,1700,ROCKVILLE,,PIK
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20910,MCPD,Grocery/Supermarket,800,WAYNE,,AVE
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20814,MCPD,Street - Commercial,NA,CORDELL,,AVE
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20852,RCPD,Retail - Other,1800,ROCKVILLE,,PIK
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20904,MCPD,Other/Unknown,11300,COLUMBIA,,PIK
2021,Crime Against Property,All other Larceny,DERWOOD,MD,20855,MCPD,Street - Commercial,NA,SOMERVILLE,,DR
2021,Crime Against Property,All other Larceny,DERWOOD,MD,20855,MCPD,Commercial - Office Building,16100,FREDERICK,,RD
2021,Crime Against Property,All other Larceny,GAITHERSBURG,MD,20879,MCPD,Recreation Center,20100,CINNABAR,,DR
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20814,MCPD,Parking Lot - Residential,4900,BATTERY,,LA
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20903,MCPD,Parking Lot - Commercial,10100,NEW HAMPSHIRE,,AVE
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20817,MCPD,Retail - Mall,7100,DEMOCRACY,,BLV
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20910,MCPD,Residence - Apt Ofc/Storage,1100,WEST,,HWY
2021,Crime Against Property,All other Larceny,GERMANTOWN,MD,20874,MCPD,Residence - Yard,20300,WATERS ROW,,TER
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20814,MCPD,Parking Lot - Residential,4200,WEST,,HWY
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20910,MCPD,Grocery/Supermarket,1200,WEST,,HWY
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20850,RCPD,Hotel/Motel/Etc.,16000,SHADY GROVE,,RD
2021,Crime Against Property,All other Larceny,,MD,20912,TPPD,Parking Lot - Commercial,1100,UNIVERSITY,E,BLV
2021,Crime Against Property,All other Larceny,CLARKSBURG,MD,20871,MCPD,Construction Site,NA,WEALD,,WAY
2021,Crime Against Property,All other Larceny,BETHESDA,MD,20817,MCPD,Residence - Yard,8200,BRADLEY,,BLV
2021,Crime Against Property,All other Larceny,CHEVY CHASE,MD,20815,MCPD,Street - Other,NA,THORNAPPLE,,ST
2021,Crime Against Property,All other Larceny,SILVER SPRING,MD,20910,MCPD,Convenience Store,1200,WEST,,HWY
2021,Crime Against Property,All other Larceny,TAKOMA PARK,MD,20912,MCPD,Residence - Apartment/Condo,700,GILBERT,,ST
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20852,MCPD,Convenience Store,12400,PARKLAWN,,DR
2021,Crime Against Property,All other Larceny,ROCKVILLE,MD,20850,RCPD,Residence - Single Family,2800,BALMORAL,,DR
